Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Manufacturer,Category,Fuel,Fuel Configuration Name,Electric-Only Range
811,11,225,29,Durango FFV,2008,9.0,12.0,10.5,14.0,19.0,10.5,Other,4.7 L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
826,45,219,29,Escape Hybrid,2008,34.0,30.0,32.0,34.0,30.0,32.0,Other,2.3 L,Ford,SUV,Hybrid Electric,Hybrid Electric,
807,45,213,29,Yukon,2008,20.0,21.0,20.5,20.0,21.0,20.5,Other,6.0 L,GMC,SUV,Hybrid Electric,Hybrid Electric,
798,11,213,29,Yukon FFV,2008,11.0,15.0,13.0,14.0,20.0,13.0,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
797,11,213,29,Yukon XL FFV,2008,11.0,15.0,13.0,14.0,20.0,13.0,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
813,11,275,29,Commander FFV,2008,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7 L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
812,11,275,29,Grand Cherokee FFV,2008,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7 L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
838,45,229,29,Tribute,2008,29.0,27.0,28.0,29.0,27.0,28.0,Other,2.3 L,Mazda,SUV,Hybrid Electric,Hybrid Electric,
824,45,233,29,Mariner,2008,34.0,30.0,32.0,34.0,30.0,32.0,Other,2.3 L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
836,11,217,29,Armada FFV,2008,9.0,13.0,11.0,12.0,18.0,11.0,Other,5.6 L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
803,45,273,29,VUE Green Line,2008,27.0,32.0,29.5,27.0,32.0,29.5,Other,2.4 L,Saturn,SUV,Hybrid Electric,Hybrid Electric,
829,45,221,29,Highlander,2008,27.0,25.0,26.0,27.0,25.0,26.0,Other,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
831,45,221,29,Lexus RX 400h Hybrid,2008,27.0,24.0,25.5,27.0,24.0,25.5,Other,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
686,11,215,29,Police Tahoe FFV,2007,12.0,16.0,14.0,16.0,21.0,14.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
688,11,215,29,Suburban FFV,2007,12.0,16.0,14.0,15.0,21.0,14.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
685,11,215,29,Tahoe FFV,2007,12.0,16.0,14.0,16.0,21.0,14.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
709,11,223,29,Aspen FFV,2007,10.0,14.0,12.0,15.0,20.0,12.0,Other,4.7 L,Chrysler,SUV,Ethanol (E85),Flexible Fuel,
706,11,225,29,Durango FFV,2007,10.0,14.0,12.0,15.0,19.0,12.0,Other,4.7 L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
679,45,219,29,Escape Hybrid,2007,36.0,31.0,33.5,,,33.5,Other,2.3 L,Ford,SUV,Hybrid Electric,Hybrid Electric,
694,11,213,29,Yukon FFV,2007,12.0,16.0,14.0,16.0,21.0,14.0,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
693,11,213,29,Yukon XL FFV,2007,12.0,16.0,14.0,15.0,21.0,14.0,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
708,11,275,29,Commander FFV,2007,10.0,14.0,12.0,15.0,20.0,12.0,Other,4.7 L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
707,11,275,29,Grand Cherokee FFV,2007,10.0,14.0,12.0,15.0,20.0,12.0,Other,4.7 L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
680,45,233,29,Mariner,2007,33.0,29.0,31.0,,,31.0,Other,2.3 L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
700,11,217,29,Armada FFV,2007,10.0,13.0,11.5,13.0,18.0,11.5,Other,5.6 L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
697,45,273,29,VUE Green Line,2007,27.0,32.0,29.5,,,29.5,Other,2.4 L,Saturn,SUV,Hybrid Electric,Hybrid Electric,
670,45,221,29,Highlander,2007,31.0,27.0,29.0,,,29.0,Other,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
671,45,221,29,Lexus RX 400h,2007,31.0,27.0,29.0,,,29.0,Other,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
467,11,215,29,Suburban FFV,2006,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
468,11,215,29,Tahoe FFV,2006,11.0,15.0,13.0,15.0,20.0,13.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
461,11,225,29,Durango FFV,2006,9.0,11.0,10.0,12.0,15.0,10.0,Other,4.7L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
489,45,219,29,Escape Hybrid,2006,36.0,31.0,33.5,,,33.5,Other,2.3 L,Ford,SUV,Hybrid Electric,Hybrid Electric,
484,11,213,29,Yukon FFV,2006,11.0,15.0,13.0,15.0,20.0,13.0,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
483,11,213,29,Yukon XL FFV,2006,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
492,45,233,29,Mariner Hybrid,2006,33.0,29.0,31.0,,,31.0,Other,2.3 L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
487,45,221,29,Highlander Hybrid,2006,33.0,28.0,30.5,,,30.5,e-motor,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
390,45,221,29,Lexus 400rh Hybrid,2006,33.0,28.0,30.5,,,30.5,,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
395,11,215,29,Suburban FFV,2005,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
399,11,215,29,Tahoe FFV,2005,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
375,45,219,29,Escape Hybrid,2005,36.0,31.0,33.5,,,33.5,Other,2.3L,Ford,SUV,Hybrid Electric,Hybrid Electric,
373,11,219,29,Explorer FFV,2005,16.0,21.0,18.5,11.0,15.0,18.5,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
374,11,219,29,Explorer Sport Trac FFV,2005,11.0,16.0,13.5,16.0,20.0,13.5,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
380,11,213,29,Yukon FFV,2005,11.0,14.0,12.5,14.0,18.0,12.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
381,11,213,29,Yukon XL FFV,2005,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
376,11,233,29,Mountaineer FFV,2005,11.0,16.0,13.5,15.0,21.0,13.5,Other,4.0 L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
389,45,221,29,Highlander Hybrid,2005,31.0,27.0,29.0,,,29.0,Other,3.3 L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
261,11,215,29,Suburban FFV,2004,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
249,11,215,29,Tahoe FFV,2004,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
267,11,219,29,Explorer FFV,2004,11.0,16.0,13.5,15.0,21.0,13.5,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
268,11,219,29,Explorer Sport Trac FFV,2004,11.0,16.0,13.5,16.0,20.0,13.5,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
256,11,213,29,Yukon FFV,2004,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
250,11,213,29,Yukon XL FFV,2004,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
292,11,233,29,Mountaineer FFV,2004,11.0,16.0,13.5,15.0,21.0,13.5,Other,4.0 L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
566,11,215,29,Suburban FFV,2003,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
564,11,215,29,Tahoe FFV,2003,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
269,11,219,29,Sport Track FFV,2003,,,,17.0,21.0,19.0,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
565,11,213,29,Yukon FFV,2003,11.0,14.0,12.5,14.0,19.0,12.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
567,11,213,29,Yukon XL FFV,2003,10.0,13.0,11.5,14.0,18.0,11.5,Other,5.3 L,GMC,SUV,Ethanol (E85),Flexible Fuel,
270,11,233,29,Mountaineer SUV FFV,2003,,,,,,,Other,4.0 L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
556,11,233,29,Mountaineer Wagon FFV,2003,,,,,,,Other,4.0 L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
262,41,221,29,RAV4-EV,2003,27.0,34.0,30.5,25.0,31.0,30.5,Other,,Toyota,SUV,Electric,Dedicated,
199,11,215,29,Suburban FFV,2002,10.0,14.0,12.0,14.0,18.0,12.0,Other,,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
197,11,215,29,Tahoe FFV,2002,10.0,14.0,12.0,14.0,18.0,12.0,Other,,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
179,11,219,29,Explorer FFV,2002,11.0,15.0,13.0,15.0,20.0,13.0,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
180,11,219,29,Explorer Sport FFV,2002,18.0,22.0,20.0,,,20.0,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
181,11,219,29,Explorer Sport Track FFV,2002,16.0,20.0,18.0,,,18.0,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
198,11,213,29,Yukon FFV,2002,10.0,14.0,12.0,14.0,18.0,12.0,Other,,GMC,SUV,Ethanol (E85),Flexible Fuel,
200,11,213,29,Yukon XL FFV,2002,10.0,14.0,12.0,14.0,18.0,12.0,Other,,GMC,SUV,Ethanol (E85),Flexible Fuel,
209,41,221,29,RAV4-EV,2002,29.0,37.0,33.0,22.0,26.0,33.0,Other,,Toyota,SUV,Electric,Dedicated,
138,11,219,29,Explorer Sport FFV,2001,12.0,16.0,14.0,16.0,21.0,14.0,Other,4.0 L,Ford,SUV,Ethanol (E85),Flexible Fuel,
122,41,221,29,RAV4-EV,2001,29.0,37.0,33.0,22.0,26.0,33.0,Other,,Toyota,SUV,Electric,Dedicated,
82,41,221,29,RAV4-EV,2000,29.0,37.0,33.0,22.0,26.0,33.0,,,Toyota,SUV,Electric,Dedicated,
582,41,221,29,RAV4-EV NiMH,1999,29.0,37.0,33.0,22.0,26.0,33.0,,,Toyota,SUV,Electric,Dedicated,
50,41,221,29,RAV4-EV PbA,1999,29.0,37.0,33.0,22.0,26.0,33.0,,,Toyota,SUV,Electric,Dedicated,
596,41,221,29,RAV4-EV NiMH (Flts.),1998,29.0,37.0,33.0,22.0,26.0,33.0,,,Toyota,SUV,Electric,Dedicated,
595,41,221,29,RAV4-EV PbA (Fleets),1998,29.0,37.0,33.0,22.0,26.0,33.0,,,Toyota,SUV,Electric,Dedicated,
